v8-version,8,4,371,19,-node.17,0
code-creation,BytecodeHandler,1,8616,0x1491a00,532,BitwiseAndSmi.Wide
code-creation,BytecodeHandler,1,8619,0x1491c20,532,ShiftLeftSmi.Wide
code-creation,BytecodeHandler,1,8626,0x1491e40,532,ShiftRightSmi.Wide
code-creation,BytecodeHandler,1,8629,0x1492060,698,ShiftRightLogicalSmi.Wide
code-creation,BytecodeHandler,1,8637,0x1492320,593,Inc.Wide
code-creation,BytecodeHandler,1,8641,0x1492580,593,Dec.Wide
code-creation,BytecodeHandler,1,8645,0x14927e0,629,Negate.Wide
code-creation,BytecodeHandler,1,8648,0x1492a60,544,BitwiseNot.Wide
code-creation,BytecodeHandler,1,8652,0x1492ca0,145,DeletePropertyStrict.Wide
code-creation,BytecodeHandler,1,8656,0x1492d40,137,DeletePropertySloppy.Wide
code-creation,BytecodeHandler,1,8660,0x1492de0,125,GetSuperConstructor.Wide
code-creation,BytecodeHandler,1,8664,0x1492e60,568,CallAnyReceiver.Wide
code-creation,BytecodeHandler,1,8668,0x14930a0,568,CallProperty.Wide
code-creation,BytecodeHandler,1,8672,0x14932e0,568,CallProperty0.Wide
code-creation,BytecodeHandler,1,8676,0x1493520,588,CallProperty1.Wide
code-creation,BytecodeHandler,1,8679,0x1493780,600,CallProperty2.Wide
code-creation,BytecodeHandler,1,8683,0x14939e0,568,CallUndefinedReceiver.Wide
code-creation,BytecodeHandler,1,8688,0x1493c20,576,CallUndefinedReceiver0.Wide
code-creation,BytecodeHandler,1,8692,0x1493e80,576,CallUndefinedReceiver1.Wide
code-creation,BytecodeHandler,1,8696,0x14940e0,592,CallUndefinedReceiver2.Wide
code-creation,BytecodeHandler,1,8700,0x1494340,72,CallNoFeedback.Wide
code-creation,BytecodeHandler,1,8704,0x14943a0,568,CallWithSpread.Wide
code-creation,BytecodeHandler,1,8708,0x14945e0,149,CallRuntime.Wide
code-creation,BytecodeHandler,1,8711,0x1494680,193,CallRuntimeForPair.Wide
code-creation,BytecodeHandler,1,8716,0x1494760,76,CallJSRuntime.Wide
code-creation,BytecodeHandler,1,8720,0x14947c0,1822,InvokeIntrinsic.Wide
code-creation,BytecodeHandler,1,8724,0x1494ee0,1030,Construct.Wide
code-creation,BytecodeHandler,1,8727,0x1495300,489,ConstructWithSpread.Wide
code-creation,BytecodeHandler,1,8731,0x1495500,1856,TestEqual.Wide
code-creation,BytecodeHandler,1,8735,0x1495c60,1065,TestEqualStrict.Wide
code-creation,BytecodeHandler,1,8739,0x14960a0,1808,TestLessThan.Wide
code-creation,BytecodeHandler,1,8743,0x14967c0,1808,TestGreaterThan.Wide
code-creation,BytecodeHandler,1,8747,0x1496ee0,1808,TestLessThanOrEqual.Wide
code-creation,BytecodeHandler,1,8751,0x1497600,1808,TestGreaterThanOrEqual.Wide
code-creation,BytecodeHandler,1,8755,0x1497d20,56,TestReferenceEqual.Wide
code-creation,BytecodeHandler,1,8759,0x1497d60,936,TestInstanceOf.Wide
code-creation,BytecodeHandler,1,8762,0x1498120,181,TestIn.Wide
code-creation,BytecodeHandler,1,8766,0x14981e0,141,ToName.Wide
code-creation,BytecodeHandler,1,8770,0x1498280,233,ToNumber.Wide
code-creation,BytecodeHandler,1,8774,0x1498380,257,ToNumeric.Wide
code-creation,BytecodeHandler,1,8777,0x14984a0,141,ToObject.Wide
code-creation,BytecodeHandler,1,8781,0x1498540,398,CreateRegExpLiteral.Wide
code-creation,BytecodeHandler,1,8785,0x14986e0,1524,CreateArrayLiteral.Wide
code-creation,BytecodeHandler,1,8789,0x1498ce0,858,CreateEmptyArrayLiteral.Wide
code-creation,BytecodeHandler,1,8793,0x1499040,2278,CreateObjectLiteral.Wide
code-creation,BytecodeHandler,1,8797,0x1499940,193,CloneObject.Wide
code-creation,BytecodeHandler,1,8801,0x1499a20,366,GetTemplateObject.Wide
code-creation,BytecodeHandler,1,8805,0x1499ba0,341,CreateClosure.Wide
code-creation,BytecodeHandler,1,8809,0x1499d00,145,CreateBlockContext.Wide
code-creation,BytecodeHandler,1,8813,0x1499da0,157,CreateCatchContext.Wide
code-creation,BytecodeHandler,1,8817,0x1499e40,274,CreateFunctionContext.Wide
code-creation,BytecodeHandler,1,8821,0x1499f60,274,CreateEvalContext.Wide
code-creation,BytecodeHandler,1,8825,0x149a080,157,CreateWithContext.Wide
code-creation,BytecodeHandler,1,8829,0x149a120,540,JumpLoop.Wide
code-creation,BytecodeHandler,1,8833,0x149a340,52,Jump.Wide
code-creation,BytecodeHandler,1,8836,0x149a380,64,JumpConstant.Wide
code-creation,BytecodeHandler,1,8840,0x149a3e0,84,JumpIfNullConstant.Wide
code-creation,BytecodeHandler,1,8844,0x149a440,84,JumpIfNotNullConstant.Wide
code-creation,BytecodeHandler,1,8848,0x149a4a0,84,JumpIfUndefinedConstant.Wide
code-creation,BytecodeHandler,1,8852,0x149a500,84,JumpIfNotUndefinedConstant.Wide
code-creation,BytecodeHandler,1,8856,0x149a560,92,JumpIfUndefinedOrNullConstant.Wide
code-creation,BytecodeHandler,1,8863,0x149a5c0,84,JumpIfTrueConstant.Wide
code-creation,BytecodeHandler,1,8867,0x149a620,84,JumpIfFalseConstant.Wide
code-creation,BytecodeHandler,1,8871,0x149a680,96,JumpIfJSReceiverConstant.Wide
code-creation,BytecodeHandler,1,8875,0x149a700,156,JumpIfToBooleanTrueConstant.Wide
code-creation,BytecodeHandler,1,8879,0x149a7a0,156,JumpIfToBooleanFalseConstant.Wide
code-creation,BytecodeHandler,1,8884,0x149a840,144,JumpIfToBooleanTrue.Wide
code-creation,BytecodeHandler,1,8888,0x149a8e0,144,JumpIfToBooleanFalse.Wide
code-creation,BytecodeHandler,1,8892,0x149a980,72,JumpIfTrue.Wide
code-creation,BytecodeHandler,1,8895,0x149a9e0,72,JumpIfFalse.Wide
code-creation,BytecodeHandler,1,8899,0x149aa40,72,JumpIfNull.Wide
code-creation,BytecodeHandler,1,8903,0x149aaa0,72,JumpIfNotNull.Wide
code-creation,BytecodeHandler,1,8907,0x149ab00,72,JumpIfUndefined.Wide
code-creation,BytecodeHandler,1,8911,0x149ab60,72,JumpIfNotUndefined.Wide
code-creation,BytecodeHandler,1,8915,0x149abc0,80,JumpIfUndefinedOrNull.Wide
code-creation,BytecodeHandler,1,8919,0x149ac20,84,JumpIfJSReceiver.Wide
code-creation,BytecodeHandler,1,8923,0x149ac80,116,SwitchOnSmiNoFeedback.Wide
code-creation,BytecodeHandler,1,8927,0x149ad00,489,ForInEnumerate.Wide
code-creation,BytecodeHandler,1,8931,0x149af00,292,ForInPrepare.Wide
code-creation,BytecodeHandler,1,8935,0x149b040,68,ForInContinue.Wide
code-creation,BytecodeHandler,1,8939,0x149b0a0,281,ForInNext.Wide
code-creation,BytecodeHandler,1,8943,0x149b1c0,56,ForInStep.Wide
code-creation,BytecodeHandler,1,8946,0x149b200,181,ThrowReferenceErrorIfHole.Wide
code-creation,BytecodeHandler,1,8950,0x149b2c0,128,SwitchOnGeneratorState.Wide
code-creation,BytecodeHandler,1,8954,0x149b360,597,SuspendGenerator.Wide
code-creation,BytecodeHandler,1,8958,0x149b5c0,136,ResumeGenerator.Wide
code-creation,BytecodeHandler,1,8962,0x149b660,177,GetIterator.Wide
code-creation,BytecodeHandler,1,8966,0x149b720,149,IncBlockCounter.Wide
code-creation,BytecodeHandler,1,8970,0x149b7c0,77,Abort.Wide
code-creation,BytecodeHandler,1,8974,0x149b820,282,DebugBreak1.ExtraWide
code-creation,BytecodeHandler,1,8978,0x149b940,282,DebugBreak2.ExtraWide
code-creation,BytecodeHandler,1,8982,0x149ba60,282,DebugBreak3.ExtraWide
code-creation,BytecodeHandler,1,8985,0x149bb80,282,DebugBreak4.ExtraWide
code-creation,BytecodeHandler,1,8989,0x149bca0,282,DebugBreak5.ExtraWide
code-creation,BytecodeHandler,1,9002,0x149bdc0,282,DebugBreak6.ExtraWide
code-creation,BytecodeHandler,1,9010,0x149bee0,36,LdaSmi.ExtraWide
code-creation,BytecodeHandler,1,9016,0x149bf20,40,LdaConstant.ExtraWide
code-creation,BytecodeHandler,1,9024,0x149bf60,3932,LdaGlobal.ExtraWide
code-creation,BytecodeHandler,1,9031,0x149cec0,3850,LdaGlobalInsideTypeof.ExtraWide
code-creation,BytecodeHandler,1,9039,0x149dde0,241,StaGlobal.ExtraWide
code-creation,BytecodeHandler,1,9046,0x149dee0,44,PushContext.ExtraWide
code-creation,BytecodeHandler,1,9053,0x149df20,40,PopContext.ExtraWide
code-creation,BytecodeHandler,1,9060,0x149df60,68,LdaContextSlot.ExtraWide
code-creation,BytecodeHandler,1,9068,0x149dfc0,68,LdaImmutableContextSlot.ExtraWide
code-creation,BytecodeHandler,1,9075,0x149e020,44,LdaCurrentContextSlot.ExtraWide
code-creation,BytecodeHandler,1,9083,0x149e060,44,LdaImmutableCurrentContextSlot.ExtraWide
code-creation,BytecodeHandler,1,9090,0x149e0a0,144,StaContextSlot.ExtraWide
code-creation,BytecodeHandler,1,9098,0x149e140,116,StaCurrentContextSlot.ExtraWide
code-creation,BytecodeHandler,1,9106,0x149e1c0,145,LdaLookupSlot.ExtraWide
code-creation,BytecodeHandler,1,9113,0x149e260,241,LdaLookupContextSlot.ExtraWide
code-creation,BytecodeHandler,1,9121,0x149e360,4046,LdaLookupGlobalSlot.ExtraWide
code-creation,BytecodeHandler,1,9129,0x149f340,145,LdaLookupSlotInsideTypeof.ExtraWide
code-creation,BytecodeHandler,1,9137,0x149f3e0,241,LdaLookupContextSlotInsideTypeof.ExtraWide
code-creation,BytecodeHandler,1,9145,0x149f4e0,3956,LdaLookupGlobalSlotInsideTypeof.ExtraWide
code-creation,BytecodeHandler,1,9153,0x14a0460,241,StaLookupSlot.ExtraWide
code-creation,BytecodeHandler,1,9164,0x14a0560,40,Ldar.ExtraWide
code-creation,BytecodeHandler,1,9172,0x14a05a0,36,Star.ExtraWide
code-creation,BytecodeHandler,1,9180,0x14a05e0,48,Mov.ExtraWide
code-creation,BytecodeHandler,1,9187,0x14a0620,4110,LdaNamedProperty.ExtraWide
code-creation,BytecodeHandler,1,9195,0x14a1640,145,LdaNamedPropertyNoFeedback.ExtraWide
code-creation,BytecodeHandler,1,9202,0x14a16e0,177,LdaKeyedProperty.ExtraWide
code-creation,BytecodeHandler,1,9210,0x14a17a0,136,LdaModuleVariable.ExtraWide
code-creation,BytecodeHandler,1,9217,0x14a1840,309,StaModuleVariable.ExtraWide
code-creation,BytecodeHandler,1,9225,0x14a1980,193,StaNamedProperty.ExtraWide
code-creation,BytecodeHandler,1,9232,0x14a1a60,157,StaNamedPropertyNoFeedback.ExtraWide
code-creation,BytecodeHandler,1,9240,0x14a1b00,193,StaNamedOwnProperty.ExtraWide
code-creation,BytecodeHandler,1,9249,0x14a1be0,189,StaKeyedProperty.ExtraWide
code-creation,BytecodeHandler,1,9256,0x14a1ca0,189,StaInArrayLiteral.ExtraWide
code-creation,BytecodeHandler,1,9263,0x14a1d60,217,StaDataPropertyInLiteral.ExtraWide
code-creation,BytecodeHandler,1,9271,0x14a1e40,185,CollectTypeProfile.ExtraWide
code-creation,BytecodeHandler,1,9279,0x14a1f00,1150,Add.ExtraWide
code-creation,BytecodeHandler,1,9285,0x14a2380,1238,Sub.ExtraWide
code-creation,BytecodeHandler,1,9293,0x14a2860,1074,Mul.ExtraWide
code-creation,BytecodeHandler,1,9299,0x14a2ca0,1090,Div.ExtraWide
code-creation,BytecodeHandler,1,9307,0x14a3100,998,Mod.ExtraWide
code-creation,BytecodeHandler,1,9314,0x14a3500,205,Exp.ExtraWide
code-creation,BytecodeHandler,1,9321,0x14a35e0,972,BitwiseOr.ExtraWide
code-creation,BytecodeHandler,1,9328,0x14a39c0,984,BitwiseXor.ExtraWide
code-creation,BytecodeHandler,1,9335,0x14a3da0,984,BitwiseAnd.ExtraWide
code-creation,BytecodeHandler,1,9343,0x14a4180,996,ShiftLeft.ExtraWide
code-creation,BytecodeHandler,1,9350,0x14a4580,996,ShiftRight.ExtraWide
code-creation,BytecodeHandler,1,9356,0x14a4980,1138,ShiftRightLogical.ExtraWide
code-creation,BytecodeHandler,1,9364,0x14a4e00,958,AddSmi.ExtraWide
code-creation,BytecodeHandler,1,9371,0x14a51c0,1006,SubSmi.ExtraWide
code-creation,BytecodeHandler,1,9378,0x14a55c0,870,MulSmi.ExtraWide
code-creation,BytecodeHandler,1,9385,0x14a5940,918,DivSmi.ExtraWide
code-creation,BytecodeHandler,1,9393,0x14a5ce0,786,ModSmi.ExtraWide
code-creation,BytecodeHandler,1,9400,0x14a6000,209,ExpSmi.ExtraWide
code-creation,BytecodeHandler,1,9407,0x14a60e0,528,BitwiseOrSmi.ExtraWide
code-creation,BytecodeHandler,1,9413,0x14a6300,528,BitwiseXorSmi.ExtraWide
code-creation,BytecodeHandler,1,9421,0x14a6520,528,BitwiseAndSmi.ExtraWide
code-creation,BytecodeHandler,1,9429,0x14a6740,528,ShiftLeftSmi.ExtraWide
code-creation,BytecodeHandler,1,9435,0x14a6960,528,ShiftRightSmi.ExtraWide
code-creation,BytecodeHandler,1,9443,0x14a6b80,694,ShiftRightLogicalSmi.ExtraWide
code-creation,BytecodeHandler,1,9451,0x14a6e40,593,Inc.ExtraWide
code-creation,BytecodeHandler,1,9458,0x14a70a0,589,Dec.ExtraWide
code-creation,BytecodeHandler,1,9465,0x14a7300,629,Negate.ExtraWide
code-creation,BytecodeHandler,1,9472,0x14a7580,544,BitwiseNot.ExtraWide
code-creation,BytecodeHandler,1,9479,0x14a77c0,145,DeletePropertyStrict.ExtraWide
code-creation,BytecodeHandler,1,9487,0x14a7860,137,DeletePropertySloppy.ExtraWide
code-creation,BytecodeHandler,1,9495,0x14a7900,125,GetSuperConstructor.ExtraWide
code-creation,BytecodeHandler,1,9503,0x14a7980,564,CallAnyReceiver.ExtraWide
code-creation,BytecodeHandler,1,9511,0x14a7bc0,564,CallProperty.ExtraWide
code-creation,BytecodeHandler,1,9518,0x14a7e00,564,CallProperty0.ExtraWide
code-creation,BytecodeHandler,1,9526,0x14a8040,580,CallProperty1.ExtraWide
code-creation,BytecodeHandler,1,9533,0x14a82a0,592,CallProperty2.ExtraWide
code-creation,BytecodeHandler,1,9541,0x14a8500,564,CallUndefinedReceiver.ExtraWide
code-creation,BytecodeHandler,1,9548,0x14a8740,572,CallUndefinedReceiver0.ExtraWide
code-creation,BytecodeHandler,1,9556,0x14a8980,576,CallUndefinedReceiver1.ExtraWide
code-creation,BytecodeHandler,1,9564,0x14a8be0,588,CallUndefinedReceiver2.ExtraWide
code-creation,BytecodeHandler,1,9574,0x14a8e40,68,CallNoFeedback.ExtraWide
code-creation,BytecodeHandler,1,9582,0x14a8ea0,564,CallWithSpread.ExtraWide
code-creation,BytecodeHandler,1,9589,0x14a90e0,149,CallRuntime.ExtraWide
code-creation,BytecodeHandler,1,9596,0x14a9180,189,CallRuntimeForPair.ExtraWide
code-creation,BytecodeHandler,1,9604,0x14a9240,72,CallJSRuntime.ExtraWide
code-creation,BytecodeHandler,1,9611,0x14a92a0,1822,InvokeIntrinsic.ExtraWide
code-creation,BytecodeHandler,1,9618,0x14a99c0,1026,Construct.ExtraWide
code-creation,BytecodeHandler,1,9625,0x14a9de0,485,ConstructWithSpread.ExtraWide
code-creation,BytecodeHandler,1,9633,0x14a9fe0,1856,TestEqual.ExtraWide
code-creation,BytecodeHandler,1,9640,0x14aa740,1065,TestEqualStrict.ExtraWide
code-creation,BytecodeHandler,1,9647,0x14aab80,1808,TestLessThan.ExtraWide
code-creation,BytecodeHandler,1,9655,0x14ab2a0,1808,TestGreaterThan.ExtraWide
code-creation,BytecodeHandler,1,9662,0x14ab9c0,1808,TestLessThanOrEqual.ExtraWide
code-creation,BytecodeHandler,1,9670,0x14ac0e0,1808,TestGreaterThanOrEqual.ExtraWide
code-creation,BytecodeHandler,1,9678,0x14ac800,56,TestReferenceEqual.ExtraWide
code-creation,BytecodeHandler,1,9703,0x14ac840,932,TestInstanceOf.ExtraWide
code-creation,BytecodeHandler,1,9710,0x14acc00,177,TestIn.ExtraWide
code-creation,BytecodeHandler,1,9716,0x14accc0,137,ToName.ExtraWide
code-creation,BytecodeHandler,1,9724,0x14acd60,233,ToNumber.ExtraWide
code-creation,BytecodeHandler,1,9731,0x14ace60,257,ToNumeric.ExtraWide
code-creation,BytecodeHandler,1,9738,0x14acf80,137,ToObject.ExtraWide
code-creation,BytecodeHandler,1,9744,0x14ad020,394,CreateRegExpLiteral.ExtraWide
code-creation,BytecodeHandler,1,9752,0x14ad1c0,1520,CreateArrayLiteral.ExtraWide
code-creation,BytecodeHandler,1,9759,0x14ad7c0,858,CreateEmptyArrayLiteral.ExtraWide
code-creation,BytecodeHandler,1,9766,0x14adb20,2278,CreateObjectLiteral.ExtraWide
code-creation,BytecodeHandler,1,9774,0x14ae420,189,CloneObject.ExtraWide
code-creation,BytecodeHandler,1,9780,0x14ae4e0,362,GetTemplateObject.ExtraWide
code-creation,BytecodeHandler,1,9788,0x14ae660,341,CreateClosure.ExtraWide
code-creation,BytecodeHandler,1,9795,0x14ae7c0,145,CreateBlockContext.ExtraWide
code-creation,BytecodeHandler,1,9802,0x14ae860,153,CreateCatchContext.ExtraWide
code-creation,BytecodeHandler,1,9809,0x14ae900,270,CreateFunctionContext.ExtraWide
code-creation,BytecodeHandler,1,9816,0x14aea20,270,CreateEvalContext.ExtraWide
code-creation,BytecodeHandler,1,9824,0x14aeb40,153,CreateWithContext.ExtraWide
code-creation,BytecodeHandler,1,9830,0x14aebe0,540,JumpLoop.ExtraWide
code-creation,BytecodeHandler,1,9838,0x14aee00,52,Jump.ExtraWide
code-creation,BytecodeHandler,1,9844,0x14aee40,64,JumpConstant.ExtraWide
code-creation,BytecodeHandler,1,9852,0x14aeea0,84,JumpIfNullConstant.ExtraWide
code-creation,BytecodeHandler,1,9858,0x14aef00,84,JumpIfNotNullConstant.ExtraWide
code-creation,BytecodeHandler,1,9866,0x14aef60,84,JumpIfUndefinedConstant.ExtraWide
code-creation,BytecodeHandler,1,9873,0x14aefc0,84,JumpIfNotUndefinedConstant.ExtraWide
code-creation,BytecodeHandler,1,9881,0x14af020,92,JumpIfUndefinedOrNullConstant.ExtraWide
code-creation,BytecodeHandler,1,9889,0x14af080,84,JumpIfTrueConstant.ExtraWide
code-creation,BytecodeHandler,1,9896,0x14af0e0,84,JumpIfFalseConstant.ExtraWide
code-creation,BytecodeHandler,1,9903,0x14af140,96,JumpIfJSReceiverConstant.ExtraWide
code-creation,BytecodeHandler,1,9911,0x14af1c0,156,JumpIfToBooleanTrueConstant.ExtraWide
code-creation,BytecodeHandler,1,9919,0x14af260,156,JumpIfToBooleanFalseConstant.ExtraWide
code-creation,BytecodeHandler,1,9927,0x14af300,144,JumpIfToBooleanTrue.ExtraWide
code-creation,BytecodeHandler,1,9934,0x14af3a0,144,JumpIfToBooleanFalse.ExtraWide
code-creation,BytecodeHandler,1,9942,0x14af440,72,JumpIfTrue.ExtraWide
code-creation,BytecodeHandler,1,9949,0x14af4a0,72,JumpIfFalse.ExtraWide
code-creation,BytecodeHandler,1,9957,0x14af500,72,JumpIfNull.ExtraWide
code-creation,BytecodeHandler,1,9964,0x14af560,72,JumpIfNotNull.ExtraWide
code-creation,BytecodeHandler,1,9971,0x14af5c0,72,JumpIfUndefined.ExtraWide
code-creation,BytecodeHandler,1,9981,0x14af620,72,JumpIfNotUndefined.ExtraWide
code-creation,BytecodeHandler,1,9989,0x14af680,76,JumpIfUndefinedOrNull.ExtraWide
code-creation,BytecodeHandler,1,9996,0x14af6e0,80,JumpIfJSReceiver.ExtraWide
code-creation,BytecodeHandler,1,10003,0x14af740,112,SwitchOnSmiNoFeedback.ExtraWide
code-creation,BytecodeHandler,1,10011,0x14af7c0,489,ForInEnumerate.ExtraWide
code-creation,BytecodeHandler,1,10018,0x14af9c0,288,ForInPrepare.ExtraWide
code-creation,BytecodeHandler,1,10025,0x14afb00,64,ForInContinue.ExtraWide
code-creation,BytecodeHandler,1,10032,0x14afb60,277,ForInNext.ExtraWide
code-creation,BytecodeHandler,1,10039,0x14afc80,52,ForInStep.ExtraWide
code-creation,BytecodeHandler,1,10050,0x14afcc0,181,ThrowReferenceErrorIfHole.ExtraWide
code-creation,BytecodeHandler,1,10058,0x14afd80,128,SwitchOnGeneratorState.ExtraWide
code-creation,BytecodeHandler,1,10066,0x14afe20,593,SuspendGenerator.ExtraWide
code-creation,BytecodeHandler,1,10073,0x14b0080,132,ResumeGenerator.ExtraWide
code-creation,BytecodeHandler,1,10080,0x14b0120,173,GetIterator.ExtraWide
code-creation,BytecodeHandler,1,10088,0x14b01e0,149,IncBlockCounter.ExtraWide
code-creation,BytecodeHandler,1,10095,0x14b0280,77,Abort.ExtraWide
tick,0x7f8921a4c61c,10102,0,0x0,6
tick,0x7f8921ad721f,10109,0,0x0,6
tick,0xf3f57e,11116,0,0x0,5
code-creation,Eval,11,11870,0x1ebc55929fa6,5, internal/bootstrap/loaders.js:1:1,0x1ebc55929b98,~
code-creation,Eval,11,11889,0x1ebc5592a9f6,450, internal/bootstrap/loaders.js:1:1,0x1ebc55929f10,~
code-creation,Eval,11,11893,0x1ebc5592ad56,60,<static_fields_initializer> internal/bootstrap/loaders.js:169:3,0x1ebc5592a460,~
code-creation,LazyCompile,11,12141,0x1ebc5592babe,18,SafeSet internal/per_context/primordials.js:102:3,0x28492b785e98,~
tick,0x13e9bfc,12187,0,0x0,0,0x13e9030,0x1ebc5592baca,0x1ebc5592aac7
code-creation,LazyCompile,11,12253,0x1ebc5592c20e,78,internalBinding internal/bootstrap/loaders.js:137:45,0x1ebc5592a118,~
code-creation,LazyCompile,11,12321,0x1ebc5592d26e,33, internal/per_context/primordials.js:23:10,0x28492b785ad0,~
code-creation,LazyCompile,11,12397,0x1ebc5592d3ee,39, internal/bootstrap/loaders.js:170:34,0x1ebc5592ac88,~
code-creation,LazyCompile,11,12434,0x1ebc5592d5fe,69,NativeModule internal/bootstrap/loaders.js:173:14,0x1ebc5592a1b8,~
code-creation,LazyCompile,11,12667,0x1ebc5592d946,18,SafeMap internal/per_context/primordials.js:94:3,0x28492b785dc0,~
code-creation,Eval,11,13049,0x1ebc5592eac6,5, internal/bootstrap/node.js:1:1,0x1ebc5592e8c0,~
code-creation,Eval,11,13060,0x1ebc5592f3f6,1436, internal/bootstrap/node.js:1:1,0x1ebc5592ea30,~
code-creation,LazyCompile,11,13164,0x1ebc55930ace,75,setupPrepareStackTrace internal/bootstrap/node.js:252:32,0x1ebc5592eaf8,~
tick,0xf339e3,13237,0,0x0,2,0x1041ae0,0x1ebc55930af0,0x1ebc5592f44c
code-creation,LazyCompile,11,13253,0x1ebc55931c7e,85,nativeModuleRequire internal/bootstrap/loaders.js:303:29,0x1ebc55929fd8,~
code-creation,LazyCompile,11,13306,0x1ebc55931e96,195,compileForInternalLoader internal/bootstrap/loaders.js:270:27,0x1ebc5592a410,~
tick,0xf339ec,14312,1,0xa54ca0,2,0xbe7330,0x1ebc55931ee2,0x1ebc55931cce,0x1ebc55930af0,0x1ebc5592f44c
code-creation,Eval,11,14722,0x1ebc55939e9e,5, internal/errors.js:1:1,0x1ebc55939a08,~
code-creation,Eval,11,14734,0x1ebc5593c816,6165, internal/errors.js:1:1,0x1ebc55939e08,~
code-creation,LazyCompile,11,15141,0x3b06ad8c384e,155,E internal/errors.js:328:11,0x1ebc5593a180,~
code-creation,LazyCompile,11,15183,0x3b06ad8c6a1e,41,makeNodeErrorWithCode internal/errors.js:255:31,0x1ebc5593a038,~
code-creation,LazyCompile,11,15320,0x3b06ad8c6e4e,40,makeSystemErrorWithCode internal/errors.js:247:33,0x1ebc55939fc0,~
tick,0x1473190,15372,0,0x0,0,0x3b06ad8c384e,0x1ebc5593cdcb,0x1ebc55931f08,0x1ebc55931cce,0x1ebc55930af0,0x1ebc5592f44c
code-creation,LazyCompile,11,15428,0x3b06ad8c6fbe,35, internal/errors.js:339:26,0x3b06ad8c3768,~
code-creation,Eval,11,16157,0x3b06ad8d91ce,5, internal/util.js:1:1,0x3b06ad8d8de8,~
code-creation,Eval,11,16185,0x3b06ad8d9dc6,720, internal/util.js:1:1,0x3b06ad8d9138,~
tick,0xf43af4,16430,1,0x9d9620,5,0xbe7330,0x1ebc5592c22b,0x3b06ad8d9f50,0x1ebc55931f08,0x1ebc55931cce,0x1ebc5592f489
code-creation,LazyCompile,11,16998,0x3b06ad8e1fee,123,setupProcessObject internal/bootstrap/node.js:271:28,0x1ebc5592eb48,~
code-creation,Eval,11,17460,0x3b06ad8e3126,5, events.js:1:1,0x3b06ad8e2cd0,~
code-creation,Eval,11,17470,0x3b06ad8e436e,990, events.js:1:1,0x3b06ad8e3090,~
tick,0xd3ef00,17488,1,0xa54ca0,5,0xbe7330,0x1ebc55931ee2,0x1ebc55931cce,0x3b06ad8e1ff6,0x1ebc5592f495
tick,0xfc94f6,18550,1,0xa54ca0,2,0xbe7330,0x1ebc55931ee2,0x1ebc55931cce,0x3b06ad8e44f1,0x1ebc55931f08,0x1ebc55931cce,0x3b06ad8e1ff6,0x1ebc5592f495
code-creation,Eval,11,18923,0x3b06ad8e9dde,5, internal/util/inspect.js:1:1,0x3b06ad8e9018,~
code-creation,Eval,11,18950,0x3b06ad8ecec6,3625, internal/util/inspect.js:1:1,0x3b06ad8e9d48,~
code-creation,Eval,11,19291,0x3b06ad8f2ede,5, internal/util/types.js:1:1,0x3b06ad8f2d68,~
code-creation,Eval,11,19301,0x3b06ad8f343e,243, internal/util/types.js:1:1,0x3b06ad8f2e48,~
code-creation,LazyCompile,11,19364,0x3b06ad8f3ae6,14,uncurryThis internal/per_context/primordials.js:22:21,0x28492b785868,~
code-creation,Eval,11,19496,0x3b06ad8f3dfe,5, internal/assert.js:1:1,0x3b06ad8f3c68,~
code-creation,Eval,11,19506,0x3b06ad8f3fa6,47, internal/assert.js:1:1,0x3b06ad8f3d68,~
tick,0xf6ca8d,19606,0,0x0,3,0x1041ae0,0x140ff5b,0x3b06ad8ed559,0x1ebc55931f08,0x1ebc55931cce,0x3b06ad8e44f1,0x1ebc55931f08,0x1ebc55931cce,0x3b06ad8e1ff6,0x1ebc5592f495
code-creation,LazyCompile,11,19697,0x3b06ad8f427e,18, internal/util/inspect.js:151:44,0x3b06ad8eadd8,~
code-creation,RegExp,4,19840,0x181179842060,1010,^[A-Z][a-zA-Z0-9]+$
code-creation,LazyCompile,11,20190,0x3b06ad8f886e,61,defineColorAlias internal/util/inspect.js:406:26,0x3b06ad8e9eb0,~
code-creation,LazyCompile,11,20566,0x3b06ad8facd6,24,EventEmitter events.js:65:22,0x3b06ad8e3158,~
code-creation,LazyCompile,11,20636,0x3b06ad8fc6c6,172,EventEmitter.init events.js:131:29,0x3b06ad8e39f0,~
tick,0xf46780,20682,0,0x0,0,0x1071a20,0x3b06ad8fc76c,0x3b06ad8face6,0x1ebc5592d289,0x3b06ad8e2027,0x1ebc5592f495
code-creation,LazyCompile,11,20726,0x3b06ad8fca06,30,setupGlobalProxy internal/bootstrap/node.js:291:26,0x1ebc5592eb98,~
code-creation,LazyCompile,11,20778,0x3b06ad8fcc76,93,setupBuffer internal/bootstrap/node.js:300:21,0x1ebc5592ebe8,~
tick,0xf6ca94,21735,1,0xa54ca0,3,0xbe7330,0x1ebc55931ee2,0x1ebc55931cce,0x3b06ad8fcc7e,0x1ebc5592f49b
code-creation,Eval,11,21782,0x3b06ad8fe626,5, buffer.js:1:1,0x3b06ad8fdf60,~
code-creation,Eval,11,21794,0x24710bbc085e,2559, buffer.js:1:1,0x3b06ad8fe590,~
code-creation,Eval,11,22361,0x24710bbc6de6,5, internal/validators.js:1:1,0x24710bbc6b30,~
