v8-version,8,4,371,19,-node.17,0
code-creation,LazyCompile,11,132286,0x184439ed3bee,71,flattenForever /home/r2/Main/coderhouse/js-20620/clase32_logs_2_profiling/node_modules/array-flatten/array-flatten.js:37:25,0xa0738607b88,~
code-creation,LazyCompile,11,132325,0x184439ed3e46,145,lazyrouter /home/r2/Main/coderhouse/js-20620/clase32_logs_2_profiling/node_modules/express/lib/application.js:137:37,0x3acb3269000,~
code-creation,LazyCompile,11,132357,0x184439ed4476,23,enabled /home/r2/Main/coderhouse/js-20620/clase32_logs_2_profiling/node_modules/express/lib/application.js:421:31,0x3acb32692f8,~
tick,0x7f8921ad721f,132377,0,0x0,3,0x1041ae0,0x184439ed3e60,0x184439ed3938,0x3acb32594c7,0x3acb325785a,0x3acb3254292,0x3acb3253575,0x3acb32508af,0x3acb3246394,0x2865547a9813
code-creation,LazyCompile,11,132415,0x184439ed47c6,107,module.exports /home/r2/Main/coderhouse/js-20620/clase32_logs_2_profiling/node_modules/express/lib/router/index.js:43:38,0xd274f43da70,~
code-creation,LazyCompile,11,132483,0x184439ed4a0e,114,app.<computed> /home/r2/Main/coderhouse/js-20620/clase32_logs_2_profiling/node_modules/express/lib/application.js:473:25,0x26fbb5735208,~
code-creation,LazyCompile,11,132526,0x184439ed4c2e,74,query /home/r2/Main/coderhouse/js-20620/clase32_logs_2_profiling/node_modules/express/lib/middleware/query.js:25:32,0xa07386318f8,~
code-creation,LazyCompile,11,132557,0x184439ed4d96,57,module.exports /home/r2/Main/coderhouse/js-20620/clase32_logs_2_profiling/node_modules/utils-merge/index.js:16:36,0xa073862e218,~
code-creation,LazyCompile,11,132628,0x184439ed5066,278,use /home/r2/Main/coderhouse/js-20620/clase32_logs_2_profiling/node_modules/express/lib/router/index.js:434:25,0xd274f43dca0,~
code-creation,LazyCompile,11,132694,0x184439ed53be,153,Layer /home/r2/Main/coderhouse/js-20620/clase32_logs_2_profiling/node_modules/express/lib/router/layer.js:33:15,0xa0738608680,~
code-creation,LazyCompile,11,132811,0x184439ed59c6,677,pathtoRegexp /home/r2/Main/coderhouse/js-20620/clase32_logs_2_profiling/node_modules/path-to-regexp/index.js:28:22,0xa0738609b90,~
code-creation,RegExp,4,132884,0x1811798455c0,887,([\\/\\.])
code-creation,RegExp,4,132950,0x1811798459a0,2880,(\\\\\\/)?(\\\\\\.)?:(\\w+)(\\(.*?\\))?(\\*)?(\\?)?
code-creation,LazyCompile,11,133027,0x184439ed605e,14,exports.init /home/r2/Main/coderhouse/js-20620/clase32_logs_2_profiling/node_modules/express/lib/middleware/init.js:28:24,0xa0738630ab8,~
code-creation,RegExp,4,133104,0x181179846540,934,\\((?!\\?)
code-creation,LazyCompile,11,133156,0x184439ed629e,157, /home/r2/Main/coderhouse/js-20620/clase32_logs_2_profiling/node_modules/express/lib/application.js:217:24,0x184439ed3798,~
code-creation,LazyCompile,11,133218,0x184439ed651e,96,route /home/r2/Main/coderhouse/js-20620/clase32_logs_2_profiling/node_modules/express/lib/router/index.js:497:29,0xd274f43dcf0,~
code-creation,LazyCompile,11,133246,0x184439ed66be,32,Route /home/r2/Main/coderhouse/js-20620/clase32_logs_2_profiling/node_modules/express/lib/router/route.js:43:15,0xd274f43fd58,~
code-creation,LazyCompile,11,133339,0x184439ed6cbe,212,Route.<computed> /home/r2/Main/coderhouse/js-20620/clase32_logs_2_profiling/node_modules/express/lib/router/route.js:193:37,0xa073862cbc8,~
tick,0x102f0f8,133434,0,0x0,0,0x1081700,0x13f2072,0x184439ed5b59,0x184439ed5422,0x184439ed655d,0x184439ed4a4b,0x3acb3259508,0x3acb325785a,0x3acb3254292,0x3acb3253575,0x3acb32508af,0x3acb3246394,0x2865547a9813
code-creation,LazyCompile,11,133513,0x184439ed7246,39,listen /home/r2/Main/coderhouse/js-20620/clase32_logs_2_profiling/node_modules/express/lib/application.js:616:29,0x3acb3269550,~
code-creation,LazyCompile,11,133541,0x184439ed7366,20,createServer http.js:45:22,0xa073860b430,~
code-creation,LazyCompile,11,133643,0x184439ed7636,301,Server _http_server.js:336:16,0xa0738627588,~
code-creation,LazyCompile,11,133714,0x184439ed99de,362,Server net.js:1160:16,0x3acb32740c8,~
code-creation,LazyCompile,11,133907,0x184439eda376,758,Server.listen net.js:1398:35,0x3acb3275560,~
code-creation,LazyCompile,11,133962,0x184439eda9c6,198,normalizeArgs net.js:202:23,0x3acb3273c68,~
code-creation,LazyCompile,11,133985,0x184439edabc6,21,isPipeName net.js:157:20,0x3acb3273b78,~
code-creation,LazyCompile,11,134019,0x184439edad46,43,once events.js:434:44,0x3b06ad8e3c08,~
code-creation,LazyCompile,11,134049,0x184439edaf2e,64,_onceWrap events.js:426:19,0x3b06ad8e3450,~
code-creation,LazyCompile,11,134092,0x184439edb1be,24,toNumber net.js:1210:18,0x3acb3274118,~
code-creation,LazyCompile,11,134126,0x184439edb2ce,20,getFlags net.js:128:18,0x3acb3273a88,~
code-creation,LazyCompile,11,134184,0x184439edb40e,145,validatePort internal/validators.js:205:22,0x24710bbc7098,~
code-creation,LazyCompile,11,134232,0x184439edb76e,210,listenInCluster net.js:1356:25,0x3acb32742a8,~
code-creation,Eval,11,134292,0x184439edbb66,5, cluster.js:1:1,0x184439edba00,~
code-creation,Eval,11,134300,0x184439edbc1e,43, cluster.js:1:1,0x184439edbad0,~
tick,0xfc97aa,134498,1,0xa54ca0,2,0xbe7330,0x1ebc55931ee2,0x1ebc55931cce,0x184439edbc3f,0x1ebc55931f08,0x1ebc55931cce,0x184439edb7ad,0x184439eda545,0x184439ed7266,0x3acb3259534,0x3acb325785a,0x3acb3254292,0x3acb3253575,0x3acb32508af,0x3acb3246394,0x2865547a9813
code-creation,Eval,11,134644,0x184439edc81e,5, internal/cluster/master.js:1:1,0x184439edc438,~
code-creation,Eval,11,134654,0x184439edd1ce,785, internal/cluster/master.js:1:1,0x184439edc788,~
code-creation,Eval,11,135084,0x184439edee26,5, child_process.js:1:1,0x184439edea60,~
code-creation,Eval,11,135094,0x184439edf776,609, child_process.js:1:1,0x184439eded90,~
tick,0xfc93e5,135553,1,0xa54ca0,2,0xbe7330,0x1ebc55931ee2,0x1ebc55931cce,0x184439edf927,0x1ebc55931f08,0x1ebc55931cce,0x184439edd2ae,0x1ebc55931f08,0x1ebc55931cce,0x184439edbc3f,0x1ebc55931f08,0x1ebc55931cce,0x184439edb7ad,0x184439eda545,0x184439ed7266,0x3acb3259534,0x3acb325785a,0x3acb3254292,0x3acb3253575,0x3acb32508af,0x3acb3246394,0x2865547a9813
code-creation,Eval,11,135822,0x184439ee22b6,5, internal/child_process.js:1:1,0x184439ee1c28,~
code-creation,Eval,11,135833,0x184439ee388e,1255, internal/child_process.js:1:1,0x184439ee2220,~
code-creation,Eval,11,135838,0x184439ee3fe6,41,<instance_members_initializer> internal/child_process.js:507:3,0x184439ee2f90,~
tick,0xf6caa9,136608,1,0xa54ca0,3,0xbe7330,0x1ebc55931ee2,0x1ebc55931cce,0x184439ee3a46,0x1ebc55931f08,0x1ebc55931cce,0x184439edf927,0x1ebc55931f08,0x1ebc55931cce,0x184439edd2ae,0x1ebc55931f08,0x1ebc55931cce,0x184439edbc3f,0x1ebc55931f08,0x1ebc55931cce,0x184439edb7ad,0x184439eda545,0x184439ed7266,0x3acb3259534,0x3acb325785a,0x3acb3254292,0x3acb3253575,0x3acb32508af,0x3acb3246394,0x2865547a9813
code-creation,Eval,11,136667,0x184439ee798e,5, dgram.js:1:1,0x184439ee7468,~
code-creation,Eval,11,136676,0x184439ee987e,1604, dgram.js:1:1,0x184439ee78f8,~
code-creation,Eval,11,136927,0x184439eeccce,5, internal/dgram.js:1:1,0x184439eecab8,~
code-creation,Eval,11,136937,0x184439eecf9e,205, internal/dgram.js:1:1,0x184439eecc38,~
code-creation,Eval,11,137260,0x184439ef06e6,5, internal/socket_list.js:1:1,0x184439ef0570,~
code-creation,Eval,11,137272,0x184439ef0d36,142, internal/socket_list.js:1:1,0x184439ef0650,~
code-creation,LazyCompile,11,137441,0x184439ef212e,14,customPromiseExecFunction child_process.js:163:35,0x184439edf388,~
code-creation,Eval,11,137598,0x184439ef3b0e,5, internal/cluster/round_robin_handle.js:1:1,0x184439ef3918,~
code-creation,Eval,11,137609,0x184439ef3ec6,184, internal/cluster/round_robin_handle.js:1:1,0x184439ef3a78,~
tick,0xf8e390,137669,1,0xa54ca0,2,0xbe7330,0x1ebc55931ee2,0x1ebc55931cce,0x184439ef3f22,0x1ebc55931f08,0x1ebc55931cce,0x184439edd2d2,0x1ebc55931f08,0x1ebc55931cce,0x184439edbc3f,0x1ebc55931f08,0x1ebc55931cce,0x184439edb7ad,0x184439eda545,0x184439ed7266,0x3acb3259534,0x3acb325785a,0x3acb3254292,0x3acb3253575,0x3acb32508af,0x3acb3246394,0x2865547a9813
code-creation,Eval,11,137712,0x184439ef4786,5, internal/cluster/utils.js:1:1,0x184439ef45f0,~
code-creation,Eval,11,137721,0x184439ef4956,76, internal/cluster/utils.js:1:1,0x184439ef46f0,~
code-creation,Eval,11,137823,0x184439ef4f86,5, internal/cluster/shared_handle.js:1:1,0x184439ef4de0,~
code-creation,Eval,11,137833,0x184439ef51ce,95, internal/cluster/shared_handle.js:1:1,0x184439ef4ef0,~
code-creation,Eval,11,137925,0x184439ef57be,5, internal/cluster/worker.js:1:1,0x184439ef5628,~
code-creation,Eval,11,137935,0x184439ef5b36,157, internal/cluster/worker.js:1:1,0x184439ef5728,~
code-creation,LazyCompile,11,138095,0x184439ef6316,492,setupListenHandle net.js:1271:27,0x3acb32741b8,~
code-creation,LazyCompile,11,138129,0x184439ef66e6,10, net.js:38:63,0x3acb3274438,~
code-creation,LazyCompile,11,138210,0x184439ef696e,425,createServerHandle net.js:1213:28,0x3acb3274168,~
code-creation,LazyCompile,11,138312,0x184439ef6d46,129,defaultTriggerAsyncIdScope internal/async_hooks.js:421:36,0x24710bbdf418,~
code-creation,LazyCompile,11,138390,0x184439ef7036,414,nextTick internal/process/task_queues.js:101:18,0x24710bbe5778,~
code-creation,LazyCompile,11,138416,0x184439ef7376,17,isEmpty internal/fixed_queue.js:95:10,0x24710bbe8780,~
code-creation,LazyCompile,11,138433,0x184439ef7486,14,isEmpty internal/fixed_queue.js:67:10,0x24710bbe85b8,~
code-creation,LazyCompile,11,138453,0x184439ef758e,27,setHasTickScheduled internal/process/task_queues.js:49:29,0x24710bbe5688,~
code-creation,LazyCompile,11,138473,0x184439ef76a6,26,newAsyncId internal/async_hooks.js:391:20,0x24710bbdf2d8,~
code-creation,LazyCompile,11,138497,0x184439ef77be,38,getDefaultTriggerAsyncId internal/async_hooks.js:407:34,0x24710bbdf378,~
code-creation,LazyCompile,11,138521,0x184439ef78e6,15,initHooksExist internal/async_hooks.js:444:24,0x24710bbdf508,~
code-creation,LazyCompile,11,138539,0x184439ef79e6,18,hasHooks internal/async_hooks.js:436:18,0x24710bbdf468,~
code-creation,LazyCompile,11,138563,0x184439ef7b0e,66,push internal/fixed_queue.js:99:7,0x24710bbe87d0,~
code-creation,LazyCompile,11,138592,0x184439ef7c6e,26,isFull internal/fixed_queue.js:71:9,0x24710bbe8608,~
code-creation,LazyCompile,11,138613,0x184439ef7d96,40,push internal/fixed_queue.js:75:7,0x24710bbe8658,~
code-creation,LazyCompile,11,138708,0x184439ef7f66,355,processTicksAndRejections internal/process/task_queues.js:65:35,0x24710bbe5728,~
tick,0x7f8921ad721f,138726,0,0x0,3
code-creation,LazyCompile,11,138746,0x184439ef827e,47,shift internal/fixed_queue.js:108:8,0x24710bbe8820,~
code-creation,LazyCompile,11,138772,0x184439ef83c6,59,shift internal/fixed_queue.js:80:8,0x24710bbe86a8,~
code-creation,LazyCompile,11,138800,0x184439ef851e,46,emitBeforeScript internal/async_hooks.js:471:26,0x24710bbdf648,~
code-creation,LazyCompile,11,138836,0x184439ef868e,201,pushAsyncContext internal/async_hooks.js:501:26,0x24710bbdf788,~
code-creation,LazyCompile,11,138868,0x184439ef88ae,23,emitListeningNT net.js:1349:25,0x3acb3274258,~
code-creation,LazyCompile,11,138900,0x184439ef89fe,107,onceWrapper events.js:416:21,0x3b06ad8e3400,~
code-creation,LazyCompile,11,138967,0x184439ef8be6,332,removeListener events.js:451:28,0x3b06ad8e3ca8,~
code-creation,LazyCompile,11,138997,0x184439ef8eee,32, /home/r2/Main/coderhouse/js-20620/clase32_logs_2_profiling/index.js:75:27,0x3acb32592c0,~
code-creation,LazyCompile,11,139030,0x184439ef9016,44,log internal/console/constructor.js:357:6,0x24710bbebcb8,~
code-creation,LazyCompile,11,139054,0x184439ef915e,43,value internal/console/constructor.js:321:20,0x24710bbebba8,~
code-creation,LazyCompile,11,139074,0x184439ef9286,29,get internal/console/constructor.js:203:14,0x24710bbf0fc8,~
code-creation,LazyCompile,11,139105,0x184439ef941e,108,getStdout internal/bootstrap/switches/is_main_thread.js:120:19,0x2865547a44c0,~
code-creation,LazyCompile,11,139238,0x184439ef95ee,20,_getMaxListeners events.js:208:26,0x3b06ad8e32c0,~
code-creation,LazyCompile,11,139280,0x184439ef99ce,103,value internal/console/constructor.js:300:20,0x24710bbebb20,~
code-creation,LazyCompile,11,139403,0x184439efa03e,797,getColorDepth internal/tty.js:102:23,0xd274f422660,~
code-creation,LazyCompile,11,139452,0x184439eface6,63,formatWithOptions internal/util/inspect.js:1885:27,0x3b06ad8eace8,~
code-creation,LazyCompile,11,139607,0x184439efaf1e,922,formatWithOptionsInternal internal/util/inspect.js:1893:35,0x3b06ad8ead38,~
code-creation,LazyCompile,11,139674,0x184439efb65e,301,value internal/console/constructor.js:258:20,0x24710bbeba98,~
code-creation,LazyCompile,11,139709,0x184439efb906,33,listenerCount events.js:582:23,0x3b06ad8e34f0,~
tick,0xbdea53,139784,0,0x0,2,0x1041ae0,0x184439efb72d,0x184439ef903a,0xb07eb0,0x184439ef8f07,0x184439ef8a48,0x2865547a7038,0x184439ef88be,0x184439ef7fe4
code-creation,LazyCompile,11,139813,0x184439efbb6e,321,Writable.write internal/streams/writable.js:258:36,0xd274f40f438,~
code-creation,LazyCompile,11,139881,0x184439efbf1e,220,writeOrBuffer internal/streams/writable.js:334:23,0xd274f40eda8,~
code-creation,LazyCompile,11,139917,0x184439efc16e,28,Socket._write net.js:796:35,0x3acb32752a0,~
code-creation,LazyCompile,11,139965,0x184439efc38e,204,Socket._writeGeneric net.js:759:42,0x3acb3275160,~
code-creation,LazyCompile,11,139995,0x184439efc5e6,48,_unrefTimer net.js:393:52,0x3acb3274488,~
code-creation,LazyCompile,11,140033,0x184439efc71e,63,writeGeneric internal/stream_base_commons.js:143:22,0xd274f41ada0,~
code-creation,LazyCompile,11,140059,0x184439efd1a6,43,createWriteWrap internal/stream_base_commons.js:106:25,0xd274f41ad00,~
code-creation,LazyCompile,11,140121,0x184439efd3be,229,handleWriteReq internal/stream_base_commons.js:47:24,0xd274f41ac60,~
code-creation,LazyCompile,11,140185,0x184439efd636,100,afterWriteDispatched internal/stream_base_commons.js:151:30,0xd274f41adf0,~
code-creation,LazyCompile,11,140274,0x184439efd8ae,349,onwrite internal/streams/writable.js:394:17,0xd274f40ee98,~
code-creation,LazyCompile,11,140333,0x184439efdbde,70,Readable.removeListener internal/streams/readable.js:887:45,0xd274f406948,~
code-creation,LazyCompile,11,140358,0x184439efdd2e,15,destroyHooksExist internal/async_hooks.js:452:27,0x24710bbdf5a8,~
code-creation,LazyCompile,11,140386,0x184439efde36,36,emitAfterScript internal/async_hooks.js:479:25,0x24710bbdf698,~
code-creation,LazyCompile,11,140427,0x184439efdf9e,186,popAsyncContext internal/async_hooks.js:515:25,0x24710bbdf7d8,~
code-creation,LazyCompile,11,140445,0x184439efe1a6,15,enabledHooksExist internal/async_hooks.js:440:27,0x24710bbdf4b8,~
code-creation,LazyCompile,11,140483,0x184439efe2c6,51,afterWriteTick internal/streams/writable.js:451:24,0xd274f40eee8,~
code-creation,LazyCompile,11,140524,0x184439efe44e,131,afterWrite internal/streams/writable.js:456:20,0xd274f40ef38,~
code-creation,LazyCompile,11,140549,0x184439efe61e,37,get internal/streams/duplex.js:92:8,0xd274f412d40,~
code-creation,LazyCompile,11,140581,0x184439efe776,98, internal/console/constructor.js:337:10,0x24710bbf2f50,~
code-creation,LazyCompile,11,140624,0x184439efe8ee,86,finishMaybe internal/streams/writable.js:635:21,0xd274f40f118,~
code-creation,LazyCompile,11,140649,0x184439efea86,56,needFinish internal/streams/writable.js:600:20,0xd274f40f028,~
code-creation,LazyCompile,11,140751,0x184439efecc6,605,processPromiseRejections internal/process/promises.js:190:34,0x24710bbe70d8,~
code-creation,LazyCompile,11,140778,0x184439eff13e,27,setHasRejectionToWarn internal/process/promises.js:67:31,0x24710bbe6e08,~
tick,0xcfafbc,140838,0,0x0,1
tick,0x7f8921ae83f6,3458066,0,0x0,6
code-creation,LazyCompile,11,3458273,0x184439eff36e,189,onconnection net.js:1531:22,0x3acb3274398,~
code-creation,LazyCompile,11,3458500,0x184439eff64e,78,Socket.read net.js:620:33,0x3acb3274c28,~
code-creation,LazyCompile,11,3458645,0x184439eff926,620,Readable.read internal/streams/readable.js:390:35,0xd274f406638,~
code-creation,LazyCompile,11,3458696,0x184439effde6,10, internal/streams/readable.js:44:66,0xd274f406298,~
code-creation,LazyCompile,11,3458754,0x184439effef6,113,howMuchToRead internal/streams/readable.js:373:23,0xd274f405cd8,~
code-creation,LazyCompile,11,3458845,0x18296bd7f936,125,Socket._read net.js:578:34,0x3acb3274a08,~
code-creation,LazyCompile,11,3458881,0x18296bd7fb56,75,tryReadStart net.js:568:22,0x3acb3273df8,~
code-creation,LazyCompile,11,3458944,0x18296bd7fc96,2,DTRACE_NET_SERVER_CONNECTION internal/dtrace.js:10:34,0xd274f41c708,~
code-creation,LazyCompile,11,3458975,0x18296bd7fe36,35,connectionListener _http_server.js:412:28,0xa07386275d8,~
code-creation,LazyCompile,11,3459007,0x18296bd7ff56,49,getOrSetAsyncId internal/async_hooks.js:395:25,0x24710bbdf328,~
tick,0xfc948c,3459056,0,0x0,2,0x1041ae0,0x184439ef6d8c,0x18296bd7fe52,0x2865547a7038,0x184439eff423
code-creation,LazyCompile,11,3459179,0x153c6643f876,753,connectionListenerInternal _http_server.js:418:36,0xa0738627628,~
code-creation,LazyCompile,11,3459226,0x153c6643fdae,10, _http_common.js:42:64,0xa0738618cf0,~
code-creation,LazyCompile,11,3459271,0xf96166fa09e,63,alloc internal/freelist.js:15:8,0xa073861b058,~
code-creation,LazyCompile,11,3459304,0xf96166fa206,72,parsersCb _http_common.js:168:65,0xa0738618d40,~
code-creation,LazyCompile,11,3459339,0xf96166fa3c6,69,cleanParser _http_common.js:234:21,0xa0738618c00,~
code-creation,LazyCompile,11,3459383,0xf96166fa58e,14,HTTPServerAsyncResource _http_server.js:156:14,0xa0738627dd0,~
code-creation,LazyCompile,11,3459422,0xf96166fa726,47,isLenient _http_common.js:255:19,0xa0738618ca0,~
code-creation,LazyCompile,11,3459508,0xf96166fa896,77,Socket.resume net.js:611:35,0x3acb3274ba0,~
code-creation,LazyCompile,11,3459545,0xf96166faa26,58,Readable.resume internal/streams/readable.js:944:37,0xd274f406a68,~
code-creation,LazyCompile,11,3459577,0xf96166fab6e,38,resume internal/streams/readable.js:958:16,0xd274f405fd0,~
code-creation,LazyCompile,11,3459647,0xf96166fad46,14,generateSocketListenerWrapper _http_server.js:922:39,0xa0738627d58,~
code-creation,LazyCompile,11,3459703,0xf96166faece,89,setRequestTimeout _http_server.js:730:27,0xa0738627a88,~
code-creation,LazyCompile,11,3459765,0xf96166fb06e,97,resume_ internal/streams/readable.js:965:17,0xd274f406020,~
code-creation,LazyCompile,11,3459798,0xf96166fb206,65,onSocketResume _http_server.js:887:24,0xa0738627c68,~
code-creation,LazyCompile,11,3459836,0xf96166fb376,50,flow internal/streams/readable.js:989:14,0xd274f406070,~
code-creation,LazyCompile,11,3459981,0xf96166fb60e,289,parserOnHeadersComplete _http_common.js:75:33,0xa07386189d0,~
code-creation,LazyCompile,11,3460060,0xf96166fbac6,174,IncomingMessage _http_incoming.js:42:25,0xa073861b958,~
code-creation,LazyCompile,11,3460090,0xf96166fc68e,11,get internal/streams/readable.js:1184:18,0xd274f406db8,~
tick,0x7f8921ad721f,3460189,0,0x0,3,0x1041ae0,0xf96166fbad3,0xf96166fb658
code-creation,LazyCompile,11,3460270,0xf96166fcae6,101,_addHeaderLines _http_incoming.js:129:25,0xa073861b9a8,~
code-creation,LazyCompile,11,3460329,0xf96166fccfe,184,_addHeaderLine _http_incoming.js:263:24,0xa073861ba48,~
code-creation,LazyCompile,11,3460482,0xf96166fdb5e,802,matchKnownFields _http_incoming.js:157:26,0xa073861b9f8,~
code-creation,LazyCompile,11,3460606,0xf96166fe376,580,parserOnIncoming _http_server.js:809:26,0xa0738627bc8,~
code-creation,LazyCompile,11,3460637,0xf96166fe7ce,38,resetSocketTimeout _http_server.js:879:28,0xa0738627c18,~
code-creation,LazyCompile,11,3460662,0xf96166fe8fe,17,get internal/streams/writable.js:752:8,0xd274f40f9b0,~
code-creation,LazyCompile,11,3460711,0xf96166feb7e,173,ServerResponse _http_server.js:162:24,0xa0738627498,~
code-creation,LazyCompile,11,3460801,0xf96166fefb6,165,OutgoingMessage _http_outgoing.js:85:25,0xa073861ddf0,~
code-creation,LazyCompile,11,3460895,0x1f1d12f098c6,2,DTRACE_HTTP_SERVER_REQUEST internal/dtrace.js:8:32,0xd274f41c5e8,~
code-creation,LazyCompile,11,3460925,0x1f1d12f099ce,77,assignSocket _http_server.js:220:62,0xa0738627e70,~
code-creation,LazyCompile,11,3460986,0x1f1d12f09b7e,176,socketListenerWrap _http_server.js:923:37,0xf96166fac90,~
code-creation,LazyCompile,11,3461038,0x1f1d12f09dae,86,_flush _http_outgoing.js:872:51,0xa073861ed00,~
code-creation,LazyCompile,11,3461067,0x1f1d12f09f4e,50,get internal/streams/writable.js:710:8,0xd274f40f7d0,~
code-creation,LazyCompile,11,3461119,0x1f1d12f0a0d6,188,_flushOutput _http_outgoing.js:889:63,0xa073861ed50,~
tick,0xd08750,3461170,0,0x0,3,0x1041ae0,0x2865547a7038,0xf96166fe5b3,0xf96166fb728
code-creation,LazyCompile,11,3461258,0x1f1d12f0a2fe,26,app /home/r2/Main/coderhouse/js-20620/clase32_logs_2_profiling/node_modules/express/lib/express.js:38:21,0x184439ed01c0,~
code-creation,LazyCompile,11,3461323,0x1f1d12f0a4a6,117,handle /home/r2/Main/coderhouse/js-20620/clase32_logs_2_profiling/node_modules/express/lib/application.js:158:29,0x3acb3269050,~
code-creation,LazyCompile,11,3461379,0x1f1d12f0a6fe,58,finalhandler /home/r2/Main/coderhouse/js-20620/clase32_logs_2_profiling/node_modules/finalhandler/index.js:77:23,0x3acb326c3c0,~
code-creation,LazyCompile,11,3461446,0x1f1d12f0aafe,268,handle /home/r2/Main/coderhouse/js-20620/clase32_logs_2_profiling/node_modules/express/lib/router/index.js:136:31,0xd274f43db70,~
code-creation,LazyCompile,11,3461494,0x1f1d12f0ae26,156,getProtohost /home/r2/Main/coderhouse/js-20620/clase32_logs_2_profiling/node_modules/express/lib/router/index.js:541:22,0xd274f43d7f0,~
code-creation,LazyCompile,11,3461546,0x1f1d12f0b096,132,restore /home/r2/Main/coderhouse/js-20620/clase32_logs_2_profiling/node_modules/express/lib/router/index.js:626:17,0xd274f43d930,~
code-creation,LazyCompile,11,3461707,0x1f1d12f0b3ae,646,next /home/r2/Main/coderhouse/js-20620/clase32_logs_2_profiling/node_modules/express/lib/router/index.js:176:16,0x1f1d12f0a940,~
code-creation,LazyCompile,11,3461742,0x1f1d12f0b8ce,33,getPathname /home/r2/Main/coderhouse/js-20620/clase32_logs_2_profiling/node_modules/express/lib/router/index.js:532:21,0xd274f43d7a0,~
code-creation,LazyCompile,11,3461777,0x1f1d12f0ba26,55,parseurl /home/r2/Main/coderhouse/js-20620/clase32_logs_2_profiling/node_modules/parseurl/index.js:35:19,0xd274f438030,~
code-creation,LazyCompile,11,3461818,0x1f1d12f0bb66,36,fresh /home/r2/Main/coderhouse/js-20620/clase32_logs_2_profiling/node_modules/parseurl/index.js:153:16,0xd274f438120,~
code-creation,LazyCompile,11,3461876,0x1f1d12f0bcbe,273,fastparse /home/r2/Main/coderhouse/js-20620/clase32_logs_2_profiling/node_modules/parseurl/index.js:95:20,0xd274f4380d0,~
code-creation,LazyCompile,11,3461970,0x1f1d12f0c10e,62,Url url.js:56:13,0x2a380c261120,~
code-creation,LazyCompile,11,3462026,0x1f1d12f0e1e6,31,matchLayer /home/r2/Main/coderhouse/js-20620/clase32_logs_2_profiling/node_modules/express/lib/router/index.js:578:20,0xd274f43d890,~
code-creation,LazyCompile,11,3462087,0x1f1d12f0e386,226,match /home/r2/Main/coderhouse/js-20620/clase32_logs_2_profiling/node_modules/express/lib/router/layer.js:110:39,0xa07386087c0,~
code-creation,LazyCompile,11,3462140,0x1f1d12f0e79e,88,process_params /home/r2/Main/coderhouse/js-20620/clase32_logs_2_profiling/node_modules/express/lib/router/index.js:333:47,0xd274f43dc20,~
code-creation,LazyCompile,11,3462173,0x1f1d12f0e956,90, /home/r2/Main/coderhouse/js-20620/clase32_logs_2_profiling/node_modules/express/lib/router/index.js:275:64,0x1f1d12f0b270,~
tick,0xcdc22b,3462222,0,0x0,2,0x1041ae0,0x1f1d12f0e9a9,0x1f1d12f0e7e3,0x1f1d12f0b62d,0x1f1d12f0ac05,0x1f1d12f0a514,0x1f1d12f0a311,0x2865547a7038,0xf96166fe5b3,0xf96166fb728
code-creation,LazyCompile,11,3462248,0x1f1d12f0eb66,401,trim_prefix /home/r2/Main/coderhouse/js-20620/clase32_logs_2_profiling/node_modules/express/lib/router/index.js:288:23,0x1f1d12f0a998,~
code-creation,LazyCompile,11,3462285,0x1f1d12f0eefe,67,handle /home/r2/Main/coderhouse/js-20620/clase32_logs_2_profiling/node_modules/express/lib/router/layer.js:86:49,0xa0738608770,~
code-creation,LazyCompile,11,3462318,0x1f1d12f0f046,46,query /home/r2/Main/coderhouse/js-20620/clase32_logs_2_profiling/node_modules/express/lib/middleware/query.js:39:24,0x184439ed4b68,~
code-creation,LazyCompile,11,3462346,0x1f1d12f0f19e,23,parseExtendedQueryString /home/r2/Main/coderhouse/js-20620/clase32_logs_2_profiling/node_modules/express/lib/utils.js:288:34,0xa073863e5b8,~
code-creation,LazyCompile,11,3462403,0x1f1d12f0f2de,225,module.exports /home/r2/Main/coderhouse/js-20620/clase32_logs_2_profiling/node_modules/qs/lib/parse.js:237:27,0xa0738637f48,~
code-creation,LazyCompile,11,3462484,0x1f1d12f0f746,514,normalizeParseOptions /home/r2/Main/coderhouse/js-20620/clase32_logs_2_profiling/node_modules/qs/lib/parse.js:203:59,0xa0738637ef8,~
code-creation,LazyCompile,11,3462522,0x1f1d12f0fb36,36,isRegExp /home/r2/Main/coderhouse/js-20620/clase32_logs_2_profiling/node_modules/qs/lib/utils.js:214:33,0xa07386356b0,~
code-creation,LazyCompile,11,3462659,0x1f1d12f0fe5e,658,parseQueryStringValues /home/r2/Main/coderhouse/js-20620/clase32_logs_2_profiling/node_modules/qs/lib/parse.js:50:50,0xa0738637de0,~
code-creation,LazyCompile,11,3462727,0x1f1d12f103ee,84,decode /home/r2/Main/coderhouse/js-20620/clase32_logs_2_profiling/node_modules/qs/lib/utils.js:111:23,0xa0738635598,~
code-creation,LazyCompile,11,3462771,0x1f1d12f1056e,59,parseArrayValue /home/r2/Main/coderhouse/js-20620/clase32_logs_2_profiling/node_modules/qs/lib/parse.js:32:32,0xa0738637d90,~
